venue_id,venue_name,venue_lat,venue_long,venue_category,neighborhood,neighb_lat,neighb_long
4b4263a9f964a520ecd225e3,Crunch,40.776010084941554,-73.95641908049589,Gym / Fitness Center,Yorkville,40.775929849884875,-73.94711784471826
55664512498eb8bdfe0e4d9e,Gotham Gym,40.77929532745647,-73.95472273968025,Gym,Yorkville,40.775929849884875,-73.94711784471826
5cc4d0f5fe37400039bad354,303 Gym,40.77602767944336,-73.95265197753906,Gym / Fitness Center,Yorkville,40.775929849884875,-73.94711784471826
509fe8d0e4b0d459dcfc0dc3,Astoria Houses Park,40.77255070089994,-73.93723067875125,Park,Yorkville,40.775929849884875,-73.94711784471826
4a97e23df964a520db2920e3,Equinox East 85th Street,40.778000936515156,-73.95414335182961,Gym / Fitness Center,Yorkville,40.775929849884875,-73.94711784471826
574dc71c498ef19a1c178913,Equinox East 92nd Street,40.7825,-73.95058,Gym,Yorkville,40.775929849884875,-73.94711784471826
4a356643f964a520f09c1fe3,John Jay Park,40.76910437069773,-73.94975606110042,Park,Yorkville,40.775929849884875,-73.94711784471826
5b60d31767a9fe002c34b374,Rumble,40.77782557215498,-73.95477307283355,Gym / Fitness Center,Yorkville,40.775929849884875,-73.94711784471826
4b4fbddbf964a520891327e3,New York Health & Racquet Club,40.769621598773064,-73.95194078711984,Gym,Yorkville,40.775929849884875,-73.94711784471826
4b2d547ff964a52052d424e3,1095 Park Avenue,40.781891658858484,-73.95585448670242,Building,Yorkville,40.775929849884875,-73.94711784471826
4c0507af0d0e0f47a3b0049a,John Jay Playground,40.769736687684905,-73.94937725104604,Playground,Yorkville,40.775929849884875,-73.94711784471826
4b9d849ff964a52087b136e3,Club Normandie,40.784920890143646,-73.94853276492782,Gym,Yorkville,40.775929849884875,-73.94711784471826
4dcd8d06fa7664b7c6918c85,United Tae Kwon Do Center,40.77868558328984,-73.95112220565069,Martial Arts School,Yorkville,40.775929849884875,-73.94711784471826
4da4258e9935a0933db3d66f,Footbridge to East River Pathway,40.76958930130034,-73.9484703540802,Gym,Yorkville,40.775929849884875,-73.94711784471826
4f92b899e4b0c98ce014504c,Dekovats Playground,40.779475707265604,-73.94427242427454,Playground,Yorkville,40.775929849884875,-73.94711784471826
4573c09bf964a520893e1fe3,92nd Street Y,40.78307716230362,-73.95277200725201,Community Center,Yorkville,40.775929849884875,-73.94711784471826
4b37b8b8f964a520044525e3,One East River Place,40.76617000611569,-73.95170900462855,Residential Building (Apartment / Condo),Yorkville,40.775929849884875,-73.94711784471826
451d2412f964a5208a3a1fe3,Socrates Sculpture Park,40.768467987244534,-73.93633604049683,Sculpture Garden,Yorkville,40.775929849884875,-73.94711784471826
535f9718498e0065d0064574,The P.E. Club,40.77101827851563,-73.95761331851189,Gym / Fitness Center,Yorkville,40.775929849884875,-73.94711784471826
4bb65d7b6edc76b087d2301c,John Finley Walk,40.7676979,-73.9496591,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4a43bd40f964a520bfa61fe3,Ed Koch Queensboro Bridge,40.757076103727044,-73.95490301121487,Bridge,Lenox Hill,40.76811265828733,-73.9588596881376
58b769a6ef46945fb46dc7a2,CYC Fitness,40.768987784829804,-73.9607971294755,Cycle Studio,Lenox Hill,40.76811265828733,-73.9588596881376
4ac13d5ff964a5205b9620e3,Equinox,40.77046,-73.957387,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
604fdb7838f35158b469f14b,The Hemlock In The Ramble,40.775964,-73.968801,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4b006b45f964a520013e22e3,The Ramble,40.77747046761482,-73.96976709365845,Trail,Lenox Hill,40.76811265828733,-73.9588596881376
4eba89f29adfe14d0452f119,Sophie Loeb Fountain,40.77579681357543,-73.96511614322662,Fountain,Lenox Hill,40.76811265828733,-73.9588596881376
4a393138f964a5202d9f1fe3,St. Catherine's Playground,40.76174525762842,-73.96051277665782,Playground,Lenox Hill,40.76811265828733,-73.9588596881376
4a6da55cf964a520d2d21fe3,New York Sports Clubs,40.77111703057608,-73.95514168689478,Gym / Fitness Center,Lenox Hill,40.76811265828733,-73.9588596881376
4b19b5e6f964a5207fe223e3,Sutton East Tennis Club,40.759275433502886,-73.9598614879976,Tennis Court,Lenox Hill,40.76811265828733,-73.9588596881376
4e6568f6091afcffda03b007,East River Greenway &  Bike Path (FDR Drive - Midtown to Yorkville),40.7591701530447,-73.95917539480477,Bike Trail,Lenox Hill,40.76811265828733,-73.9588596881376
4fd0a03ce4b0aff8919ad582,Under the 59th St Bridge,40.75900694631009,-73.95926723248164,Bridge,Lenox Hill,40.76811265828733,-73.9588596881376
4c7f9ddefb74236a1385fab9,14 Honey Locusts Park,40.76006059493211,-73.96312458040266,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4bc4f569702076b0c74904c9,63rd St Dog Run,40.76018296973958,-73.95691858390614,Dog Run,Lenox Hill,40.76811265828733,-73.9588596881376
4c8235c6d34ca143ff782980,Bio Fitness Center,40.776651,-73.953208,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
501448e8e4b001b3394529c5,East Side River Walk,40.765390648616936,-73.9517249177492,Waterfront,Lenox Hill,40.76811265828733,-73.9588596881376
58aa6b1b7a8f046a8295dd44,East River Running Path  @71 St Entrance,40.765199,-73.952,Athletics & Sports,Lenox Hill,40.76811265828733,-73.9588596881376
4d1136ea99b78cfa782bc8d5,Sokol New York,40.766653159251426,-73.95533533866734,Club House,Lenox Hill,40.76811265828733,-73.9588596881376
54b5f53d498e32bd7fb45b7f,The K-9 Club,40.776170545803794,-73.954918384552,Dog Run,Lenox Hill,40.76811265828733,-73.9588596881376
5c7abd5354b7a90025f20002,Swerve Fitness,40.766364,-73.963437,Cycle Studio,Lenox Hill,40.76811265828733,-73.9588596881376
4b4263a9f964a520ecd225e3,Crunch,40.776010084941554,-73.95641908049589,Gym / Fitness Center,Lenox Hill,40.76811265828733,-73.9588596881376
4adf1930f964a5208a7721e3,Equinox East 61st Street,40.761151,-73.961958,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
4abe1b6ff964a520ab8b20e3,Exhale,40.77472908300697,-73.96329365759321,Spa,Lenox Hill,40.76811265828733,-73.9588596881376
521c185b11d26fe322a0b139,Barry's Bootcamp,40.763501,-73.962023,Gym / Fitness Center,Lenox Hill,40.76811265828733,-73.9588596881376
4a97e23df964a520db2920e3,Equinox East 85th Street,40.778000936515156,-73.95414335182961,Gym / Fitness Center,Lenox Hill,40.76811265828733,-73.9588596881376
4a9998b2f964a520552f20e3,East Green,40.771376864291334,-73.9688229560852,Field,Lenox Hill,40.76811265828733,-73.9588596881376
4b4fbddbf964a520891327e3,New York Health & Racquet Club,40.769621598773064,-73.95194078711984,Gym,Lenox Hill,40.76811265828733,-73.9588596881376
4a7cea80f964a52010ee1fe3,Sutton Place Park,40.75709533120833,-73.96013259887695,Park,Lenox Hill,40.76811265828733,-73.9588596881376
4a2477bef964a520257e1fe3,Queensborough Oval Park,40.75932431064618,-73.960243005099,Baseball Field,Lenox Hill,40.76811265828733,-73.9588596881376
